half,symbol,totalrevenue,costofrevenue,grossprofit,operatingexpenses,researchdevelopment,sellinggeneralandadministrative,totaloperatingexpenses,operatingincomeorloss,totalotherincomeexpensesnet,earningsbeforeinterestandtaxes,interestexpense,incomebeforetax,netincomefromcontinuingops,cashandcashequivalents,shortterminvestments,netreceivables,inventory,othercurrentassets,totalcurrentassets,longterminvestments,propertyplantandequipment,goodwill,intangibleassets,accumulatedamortization,otherassets,totalassets,accountspayable,shortcurrentlongtermdebt,totalcurrentliabilities,longtermdebt,deferredlongtermliabilitycharges,totalliabilities,commonstock,retainedearnings,totalstockholderequity,nettangibleassets,depreciation,changesinaccountsreceivables,changesinliabilities,changesininventories,changesinotheroperatingactivitie,totalcashflowfromoperatingactivi,capitalexpenditures,investments,othercashflowsfrominvestingactiv,totalcashflowsfrominvestingactiv,dividendspaid,salepurchaseofstock,netborrowings,totalcashflowsfromfinancingactiv,effectofexchangeratechanges,changeincashandcashequivalents,name,isin,treat,cnt,avg,shares,trades,turnover,n_sym,bookvalue,log_at,totalrevenue2at_0,costofrevenue2at_1,grossprofit2at_2,operatingexpenses2at_3,researchdevelopment2at_4,sellinggeneralandadm2at_5,totaloperatingexpens2at_6,operatingincomeorlos2at_7,operatingincomeorlos2at_8,totalotherincomeexpe2at_9,earningsbeforeintere2at_10,interestexpense2at_11,incomebeforetax2at_12,netincomefromcontinu2at_13,cashandcashequivalen2at_15,shortterminvestments2at_16,netreceivables2at_17,inventory2at_18,othercurrentassets2at_19,totalcurrentassets2at_20,longterminvestments2at_21,propertyplantandequi2at_22,goodwill2at_23,intangibleassets2at_24,accumulatedamortizat2at_25,otherassets2at_26,totalassets2at_27,accountspayable2at_28,shortcurrentlongterm2at_29,totalcurrentliabilit2at_30,longtermdebt2at_31,deferredlongtermliab2at_32,totalliabilities2at_33,commonstock2at_34,retainedearnings2at_35,totalstockholderequi2at_36,nettangibleassets2at_37,depreciation2at_39,changesinaccountsrec2at_40,changesinliabilities2at_41,changesininventories2at_42,changesinotheroperat2at_43,totalcashflowfromope2at_44,capitalexpenditures2at_45,investments2at_46,othercashflowsfromin2at_47,totalcashflowsfromin2at_48,dividendspaid2at_49,salepurchaseofstock2at_50,netborrowings2at_51,totalcashflowsfromfi2at_52,effectofexchangerate2at_53,changeincashandcashe2at_54
2,CFEB,887000,535000,352000,840000,0,0,840000,46000,0,46000,-10000,0,32000,428000,54000,1194000,123000,112000,1911000,222000,0,0,0,0,0,4032000,1020000,1006000,1870000,657000,0,2796000,841000,393000,0,0,54000,-69000,0,-2000,0,58000,-26000,0,0,-23000,0,0,0,-41000,1000,-5000,CFE,BE0003883031,.02,126,72.889999,16585.52,294.51999,1202369.4,CFEB,4032000,15.209773,.21999007,.13268849,.08730159,.20833333,0,0,.20833333,.01140873,.01140873,0,.01140873,-.0024801588,0,.0079365084,.10615079,.013392857,.29613096,.030505951,.027777778,.47395834,.055059522,0,0,0,0,0,1,.25297618,.24950397,.46378967,.16294643,0,.69345236,.20858134,.097470239,0,0,.013392857,-.017113095,0,-.00049603177,0,.014384921,-.0064484128,0,0,-.0057043652,0,0,0,-.010168651,.00024801589,-.0012400794
1,CMB,189000,185000,3000,210000,0,0,210000,-21000,0,-21000,-44000,0,13000,81000,4000,122000,11000,47000,266000,31000,0,0,0,0,0,2095000,16000,808000,209000,712000,0,1013000,35000,1022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CMB,BE0003817344,0,130,18.48,23011.07,138.34,434812.63,CMB,2095000,14.555064,.090214796,.088305488,.0014319809,.10023867,0,0,.10023867,-.010023867,-.010023867,0,-.010023867,-.021002386,0,.0062052505,.038663484,.0019093079,.058233891,.0052505964,.022434367,.12696898,.014797136,0,0,0,0,0,1,.0076372316,.3856802,.099761337,.3398568,0,.48353222,.016706444,.48782817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,COFB,74000,26000,47000,27000,0,0,27000,46000,0,46000,-17000,0,0,16000,0,41000,0,46000,105000,12000,0,0,0,0,0,3670000,26000,1744000,576000,1267000,0,1989000,1242000,646000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COFINIMMO,BE0003593044,0,130,87.019997,29705.73,682.97998,2588387.5,COFB,3670000,15.115703,.020163488,.0070844688,.012806539,.0073569482,0,0,.0073569482,.01253406,.01253406,0,.01253406,-.0046321526,0,0,.0043596732,0,.011171662,0,.01253406,.028610354,.0032697548,0,0,0,0,0,1,.0070844688,.47520435,.15694822,.34523162,0,.54196185,.33841962,.1760218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,COFB,65000,12000,53000,13000,0,0,13000,51000,0,51000,-3000,0,-61000,24000,0,37000,0,37000,102000,6000,0,0,0,0,0,3469000,70000,1650000,648000,1104000,0,1872000,1275000,-61000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COFINIMMO,BE0003593044,0,126,87.400002,36770.121,800.96002,3219577,COFB,3469000,15.059377,.018737389,.00345921,.015278178,.0037474777,0,0,.0037474777,.014701643,.014701643,0,.014701643,-.00086480251,0,-.017584318,.0069184201,0,.010665898,0,.010665898,.029403286,.001729605,0,0,0,0,0,1,.020178726,.4756414,.18679735,.31824735,0,.53963679,.36754107,-.017584318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,COLR,2200000,1686000,514000,2082000,0,0,2082000,118000,0,118000,0,0,87000,603000,17000,522000,575000,5000,1742000,160000,0,0,0,0,0,3722000,1047000,32000,1593000,11000,0,1755000,261000,1996000,0,0,49000,14000,0,-5000,2000,186000,-107000,0,0,-102000,0,0,0,-90000,0,-6000,COLRUYT,BE0974256852,0,130,41.16,120570.2,1231.66,4937143,COLR,3722000,15.129772,.59108007,.45298228,.13809779,.55937666,0,0,.55937666,.031703386,.031703386,0,.031703386,0,0,.02337453,.16200967,.0045674369,.14024718,.15448684,.0013433638,.46802795,.042987641,0,0,0,0,0,1,.28130037,.0085975286,.42799571,.0029554004,0,.47152069,.070123591,.5362708,0,0,.013164965,.0037614186,0,-.0013433638,.00053734554,.049973134,-.028747985,0,0,-.027404621,0,0,0,-.024180548,0,-.0016120365
2,DECB,132000,96000,36000,130000,0,0,130000,2000,0,2000,-4000,0,0,22000,0,113000,94000,7000,236000,0,0,0,0,0,0,455000,87000,113000,210000,16000,0,252000,89000,0,0,0,5000,-8000,0,-9000,1000,4000,-7000,0,0,-7000,0,0,0,2000,0,0,DECEUNINCK,BE0003789063,1,126,2.27,160877.3,140.77,362024.53,DECB,455000,13.028052,.2901099,.21098901,.079120882,.2857143,0,0,.2857143,.0043956046,.0043956046,0,.0043956046,-.0087912092,0,0,.048351649,0,.24835165,.20659341,.015384615,.51868135,0,0,0,0,0,0,1,.19120879,.24835165,.46153846,.035164837,0,.55384618,.1956044,0,0,0,.010989011,-.017582418,0,-.01978022,.0021978023,.0087912092,-.015384615,0,0,-.015384615,0,0,0,.0043956046,0,0
1,DELB,5338000,4063000,1275000,5163000,0,0,5163000,175000,0,175000,-48000,0,100000,1149000,151000,622000,1353000,319000,3666000,46000,0,0,0,0,0,11596000,1993000,2809000,3142000,2019000,0,6520000,2865000,3677000,0,0,145000,0,0,0,213000,445000,-241000,0,0,-225000,0,0,0,-14000,-12000,194000,DELHAIZE GROUP,BE0003562700,0,130,46.360001,447826.28,4265.48,20801754,DELB,11596000,16.266171,.46033114,.35037944,.1099517,.44523975,0,0,.44523975,.015091411,.015091411,0,.015091411,-.0041393582,0,.0086236633,.09908589,.013021732,.053639185,.11667816,.027509486,.31614348,.0039668852,0,0,0,0,0,1,.17186961,.2422387,.2709555,.17411177,0,.56226283,.24706796,.31709209,0,0,.012504312,0,0,0,.018368402,.038375303,-.020783029,0,0,-.019403242,0,0,0,-.0012073129,-.0010348395,.016729906
2,DELB,5273000,4008000,1265000,5095000,0,0,5095000,178000,0,178000,-50000,0,-44000,1000000,231000,571000,1318000,147000,3267000,55000,0,0,0,0,0,10967000,1858000,2580000,2656000,2046000,0,5970000,4991000,0,0,0,149000,0,0,0,29000,204000,-150000,0,0,5000,0,0,0,-367000,7000,-151000,DELHAIZE GROUP,BE0003562700,.40000001,126,50,467645.72,4277.2998,23223506,DELB,10967000,16.210402,.48080605,.36546001,.11534604,.46457556,0,0,.46457556,.016230511,.016230511,0,.016230511,-.0045591318,0,-.0040120361,.091182642,.02106319,.052065287,.12017871,.013403848,.29789367,.0050150449,0,0,0,0,0,1,.16941734,.2352512,.24218109,.18655968,0,.54436034,.45509255,0,0,0,.013586213,0,0,0,.0026442965,.018601259,-.013677396,0,0,.00045591319,0,0,0,-.033464029,.00063827849,-.013768579
1,DEXB,-6000,2000,-8000,116000,0,0,116000,-121000,0,0,0,0,-94000,2637000,550000,193000,0,27190000,55870000,29689000,0,0,0,0,0,222936000,7831000,205165000,117448000,95841000,0,218977000,2400000,-1083000,0,0,3000,0,0,0,186000,91000,-6000,0,0,32000,0,0,0,-20000,-32000,71000,DEXIA,BE0003796134,0,130,.039999999,4475363.5,183.73,167240,DEXB,222936000,19.222395,-.000026913554,8.9711848e-06,-.000035884739,.0005203287,0,0,.0005203287,-.00054275669,-.00054275669,0,0,0,0,-.00042164567,.011828507,.0024670758,.00086571928,0,.12196326,.25061005,.13317275,0,0,0,0,0,1,.035126675,.92028654,.52682382,.42990366,0,.98224151,.010765421,-.0048578964,0,0,.000013456777,0,0,0,.00083432015,.00040818891,-.000026913554,0,0,.00014353896,0,0,0,-.000089711844,-.00014353896,.00031847705
2,DEXB,-70000,0,-70000,102000,0,0,102000,-172000,0,0,0,0,-205000,9305000,0,188000,0,31235000,69753000,29643000,0,0,0,0,0,237993000,0,226713000,34012000,199481000,0,233953000,2440000,-329000,0,0,7000,0,0,0,4134000,3965000,-3000,0,0,196000,0,0,0,-16000,17000,4162000,DEXIA,BE0003796134,1,126,.039999999,2960458.8,124.28,121699.15,DEXB,237992992,19.287752,-.00029412631,0,-.00029412631,.00042858403,0,0,.00042858403,-.00072271033,-.00072271033,0,0,0,0,-.00086136989,.03909779,0,.00078993919,0,.13124336,.29308847,.12455408,0,0,0,0,0,1,0,.95260364,.14291176,.83818012,0,.98302472,.010252402,-.0013823936,0,0,.000029412629,0,0,0,.017370259,.016660154,-.000012605413,0,0,.00082355365,0,0,0,-.000067228866,.000071430673,.01748791
2,DIE,1487000,1054000,433000,1435000,0,0,1435000,51000,0,51000,-12000,0,34000,204000,235000,527000,572000,0,1548000,84000,0,0,0,0,0,3724000,708000,1048000,925000,852000,0,1971000,184000,1662000,0,0,30000,0,0,0,-10000,67000,-28000,0,0,-22000,0,0,0,-43000,0,2000,D&#039;IETEREN,BE0974259880,1,126,33.389999,56265.75,626.39001,1898469,DIE,3724000,15.130309,.39930183,.28302899,.11627282,.38533834,0,0,.38533834,.013694951,.013694951,0,.013694951,-.0032223416,0,.0091299675,.054779805,.06310419,.1415145,.15359828,0,.41568205,.022556391,0,0,0,0,0,1,.19011815,.28141782,.24838883,.22878624,0,.52926958,.049409237,.44629431,0,0,.0080558537,0,0,0,-.0026852847,.017991407,-.0075187972,0,0,-.0059076264,0,0,0,-.011546724,0,.00053705694
2,ECONB,486000,430000,56000,472000,0,0,472000,14000,0,14000,-2000,0,8000,135000,0,743000,27000,32000,978000,18000,0,0,0,0,0,1515000,486000,311000,961000,174000,0,1240000,226000,16000,0,0,3000,0,0,0,-56000,-47000,-5000,0,0,-24000,0,0,0,63000,0,-8000,ECONOCOM GROUP,BE0974266950,1,126,7.8099999,136251.91,387.82001,1065789.6,ECONB,1515000,14.230926,.32079208,.28382838,.036963698,.31155115,0,0,.31155115,.0092409244,.0092409244,0,.0092409244,-.0013201321,0,.0052805282,.089108914,0,.49042904,.017821781,.021122113,.64554453,.011881188,0,0,0,0,0,1,.32079208,.20528053,.63432342,.11485148,0,.81848186,.14917491,.010561056,0,0,.0019801981,0,0,0,-.036963698,-.031023102,-.0033003301,0,0,-.015841585,0,0,0,.04158416,0,-.0052805282
2,ELI,191000,87000,104000,145000,0,0,145000,47000,0,47000,-30000,0,47000,60000,0,272000,14000,16000,362000,837000,0,0,0,0,0,5471000,243000,2692000,454000,2675000,0,3265000,1516000,708000,0,0,27000,13000,0,0,34000,84000,-51000,0,0,-53000,0,0,0,-122000,0,-91000,ELIA,BE0003822393,1,126,36.349998,35980.219,426.81,1321006.4,ELI,5471000,15.514972,.034911349,.015902029,.019009322,.026503382,0,0,.026503382,.0085907513,.0085907513,0,.0085907513,-.0054834583,0,.0085907513,.010966917,0,.049716689,.0025589471,.002924511,.066167064,.15298848,0,0,0,0,0,1,.04441601,.49204898,.082983002,.4889417,0,.59678304,.27709743,.12940961,0,0,.0049351123,.0023761652,0,0,.0062145861,.015353683,-.0093218787,0,0,-.0096874433,0,0,0,-.022299398,0,-.016633157
1,EURN,9000,29000,-20000,42000,0,0,42000,-33000,0,-33000,-4000,0,-23000,74000,0,67000,0,51000,192000,23000,0,0,0,0,0,1921000,32000,975000,245000,837000,0,1120000,425000,423000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EURONAV,BE0003816338,0,129,4.77,76544,139.47,397277.91,EURN,1921000,14.468356,.0046850597,.015096304,-.010411244,.021863613,0,0,.021863613,-.017178552,-.017178552,0,-.017178552,-.0020822489,0,-.011972931,.038521603,0,.034877669,0,.026548672,.099947944,.011972931,0,0,0,0,0,1,.016657991,.50754815,.12753774,.43571058,0,.58302969,.22123894,.22019781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EVS,36000,9000,27000,23000,0,0,23000,13000,0,13000,0,0,9000,35000,0,29000,18000,1000,82000,9000,0,0,0,0,0,137000,8000,29000,42000,22000,0,66000,8000,67000,0,0,1000,5000,0,0,0,17000,-7000,0,0,-7000,0,0,0,2000,0,12000,EVS BROADC.EQUIPM.,BE0003820371,1,126,43.82,38171.961,556.92999,1614780.6,EVS,137000,11.827736,.26277372,.065693431,.1970803,.16788322,0,0,.16788322,.094890513,.094890513,0,.094890513,0,0,.065693431,.25547445,0,.21167883,.13138686,.00729927,.59854013,.065693431,0,0,0,0,0,1,.05839416,.21167883,.30656934,.16058394,0,.48175183,.05839416,.4890511,0,0,.00729927,.036496349,0,0,0,.12408759,-.05109489,0,0,-.05109489,0,0,0,.01459854,0,.087591238
1,EXM,89000,112000,-23000,131000,0,0,131000,-42000,0,-42000,-12000,0,8000,216000,13000,77000,0,20000,325000,7000,0,0,0,0,0,1189000,53000,659000,251000,504000,0,782000,299000,161000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EXMAR,BE0003808251,0,130,9.4399996,92052.094,308.98001,896552.69,EXM,1189000,13.988624,.074852817,.094196804,-.019343987,.11017662,0,0,.11017662,-.035323802,-.035323802,0,-.035323802,-.010092515,0,.0067283432,.18166527,.010933558,.064760305,0,.016820857,.27333894,.0058873002,0,0,0,0,0,1,.044575274,.55424726,.21110177,.42388561,0,.65769553,.25147182,.13540791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FLUX,156000,53000,103000,112000,0,0,112000,44000,0,44000,-13000,0,20000,131000,144000,70000,47000,17000,408000,0,0,0,0,0,0,2858000,38000,1588000,167000,1484000,0,2067000,60000,733000,0,0,36000,-7000,0,-1000,-4000,38000,-25000,0,0,-20000,0,0,0,-67000,0,-49000,FLUXYS BELGIUM D,BE0974265945,0,129,28.91,3142.6399,22.719999,90523.469,FLUX,2858000,14.865633,.054583624,.018544437,.036039189,.039188243,0,0,.039188243,.015395381,.015395381,0,.015395381,-.0045486353,0,.0069979005,.045836248,.050384883,.024492653,.016445067,.0059482157,.14275718,0,0,0,0,0,0,1,.013296011,.55563331,.058432471,.51924425,0,.72323304,.020993702,.25647306,0,0,.012596221,-.0024492652,0,-.00034989504,-.0013995802,.013296011,-.0087473756,0,0,-.0069979005,0,0,0,-.023442967,0,-.017144857
2,FLUX,143000,45000,98000,111000,0,0,111000,33000,0,33000,-13000,0,13000,208000,114000,84000,41000,9000,456000,0,0,0,0,0,0,2846000,41000,1643000,161000,1551000,0,2128000,60000,667000,0,0,34000,4000,0,3000,3000,74000,-21000,0,0,-20000,0,0,0,-15000,0,38000,FLUXYS BELGIUM D,BE0974265945,1,125,29.290001,2299.0801,20.43,67187.508,FLUX,2846000,14.861425,.050245959,.015811665,.034434292,.039002109,0,0,.039002109,.011595221,.011595221,0,.011595221,-.0045678145,0,.0045678145,.073085032,.040056217,.029515108,.014406184,.003162333,.16022487,0,0,0,0,0,0,1,.014406184,.5773015,.056570627,.5449754,0,.74771607,.021082221,.23436402,0,0,.011946592,.0014054814,0,.0010541111,.0010541111,.026001405,-.007378777,0,0,-.0070274067,0,0,0,-.0052705551,0,.013352073
1,GBLB,1135000,420000,715000,804000,0,0,804000,331000,0,331000,0,0,315000,1075000,183000,616000,620000,158000,3227000,12435000,0,0,0,0,0,18958000,411000,3524000,1000000,3427000,40000,5267000,4469000,6306000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBL,BE0003797140,0,130,62.720001,88553.688,1047.78,5540705,GBLB,18958000,16.757736,.059869185,.022154236,.037714947,.042409535,0,0,.042409535,.017459648,.017459648,0,.017459648,0,0,.016615678,.056704294,.0096529173,.03249288,.032703873,.008334212,.17021838,.6559236,0,0,0,0,0,1,.021679502,.18588458,.052748181,.18076801,.0021099271,.27782467,.23573162,.33263004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,GBLB,1412000,322000,1090000,892000,0,0,892000,520000,0,520000,0,0,472000,936000,0,629000,667000,528000,3451000,12818000,0,0,0,0,0,19580000,473000,3218000,1389000,2813000,0,5052000,4469000,6344000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBL,BE0003797140,0,126,71.989998,92951.539,1140.13,6664024.5,GBLB,19580000,16.79002,.072114401,.016445352,.055669051,.045556691,0,0,.045556691,.026557712,.026557712,0,.026557712,0,0,.024106231,.047803883,0,.032124616,.034065373,.026966292,.17625128,.65464759,0,0,0,0,0,1,.024157302,.16435137,.070939735,.14366701,0,.25801837,.22824311,.32400408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,GIMB,-42000,-29000,-12000,-61000,0,0,-61000,19000,0,19000,0,0,3000,41000,15000,23000,0,6000,86000,795000,0,0,0,0,0,1027000,1000,0,14000,0,0,24000,270000,722000,0,0,-2000,4000,0,1000,0,7000,6000,0,0,-32000,0,0,0,2000,0,-24000,GIMV,BE0003699130,0,130,37.25,13300.81,179.39,494582.38,GIMB,1027000,13.842153,-.040895812,-.028237585,-.011684518,-.0593963,0,0,-.0593963,.018500486,.018500486,0,.018500486,0,0,.0029211296,.039922103,.014605648,.022395326,0,.0058422592,.083739042,.77409929,0,0,0,0,0,1,.00097370986,0,.013631938,0,0,.023369037,.26290166,.70301849,0,0,-.0019474197,.0038948394,0,.00097370986,0,.006815969,.0058422592,0,0,-.031158715,0,0,0,.0019474197,0,-.023369037
1,GLOG,2000,0,2000,3000,0,0,3000,0,0,0,0,0,0,1000,0,2000,0,0,3000,0,0,0,0,0,0,15000,0,0,2000,0,0,2000,4000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLOBAL GRAPHICS,FR0004152221,0,123,1.26,10323.98,10.37,13709.79,GLOG,15000,9.6158056,.13333334,0,.13333334,.2,0,0,.2,0,0,0,0,0,0,0,.06666667,0,.13333334,0,0,.2,0,0,0,0,0,0,1,0,0,.13333334,0,0,.13333334,.26666668,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,GLOG,3000,0,3000,2000,0,0,2000,0,0,0,0,0,0,2000,0,2000,0,0,4000,0,0,0,0,0,0,16000,0,0,2000,0,0,2000,4000,19000,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,GLOBAL GRAPHICS,FR0004152221,1,122,1.6799999,14114.71,14.35,24088.211,GLOG,16000,9.6803436,.1875,0,.1875,.125,0,0,.125,0,0,0,0,0,0,0,.125,0,.125,0,0,.25,0,0,0,0,0,0,1,0,0,.125,0,0,.125,.25,1.1875,0,0,0,0,0,0,0,.0625,0,0,0,0,0,0,0,0,0,0
1,HAMO,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,235000,13000,10000,379000,3000,0,0,0,0,0,516000,105000,178000,340000,89000,10000,448000,16000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAMON,BE0003700144,0,129,14.76,3140.97,25.639999,47261.609,HAMO,516000,13.153862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.23255815,0,.45542637,.025193799,.019379845,.73449612,.0058139535,0,0,0,0,0,1,.20348836,.34496123,.65891474,.17248061,.019379845,.86821705,.031007752,.096899226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,HAMO,148000,127000,21000,145000,0,0,145000,3000,0,3000,-3000,0,1000,163000,0,233000,15000,1000,429000,3000,0,0,0,0,0,577000,168000,230000,527000,2000,0,546000,16000,10000,0,0,2000,0,0,0,0,-1000,-1000,0,0,-2000,0,0,0,24000,0,22000,HAMON,BE0003700144,1,126,15.07,3569.0801,28.16,53996.789,HAMO,577000,13.265597,.25649914,.22010398,.036395147,.25129983,0,0,.25129983,.0051993066,.0051993066,0,.0051993066,-.0051993066,0,.0017331023,.28249568,0,.40381283,.025996534,.0017331023,.74350089,.0051993066,0,0,0,0,0,1,.29116118,.39861351,.91334486,.0034662045,0,.9462738,.027729636,.017331023,0,0,.0034662045,0,0,0,0,-.0017331023,-.0017331023,0,0,-.0034662045,0,0,0,.041594453,0,.038128249
1,HOMI,5000,2000,3000,2000,0,0,2000,3000,0,3000,-1000,0,8000,4000,0,4000,0,10000,17000,0,0,0,0,0,0,325000,1000,123000,51000,75000,0,130000,93000,37000,0,0,0,1000,0,0,0,4000,0,0,0,-7000,0,0,0,2000,0,-1000,HOME INV.BELG-SIFI,BE0003760742,0,130,75.400002,614.19,13.08,46172.02,HOMI,325000,12.691581,.015384615,.0061538462,.0092307692,.0061538462,0,0,.0061538462,.0092307692,.0092307692,0,.0092307692,-.0030769231,0,.024615385,.012307692,0,.012307692,0,.030769231,.052307691,0,0,0,0,0,0,1,.0030769231,.37846154,.15692307,.23076923,0,.40000001,.28615385,.11384615,0,0,0,.0030769231,0,0,0,.012307692,0,0,0,-.021538461,0,0,0,.0061538462,0,-.0030769231
2,HOMI,5000,2000,3000,2000,0,0,2000,3000,0,3000,-1000,0,5000,3000,0,4000,0,7000,14000,0,0,0,0,0,0,342000,4000,128000,27000,107000,0,140000,102000,24000,0,0,0,0,0,0,-3000,0,0,0,0,2000,0,0,0,-2000,0,-1000,HOME INV.BELG-SIFI,BE0003760742,0,126,78.360001,1145.59,19.370001,89063.82,HOMI,342000,12.742566,.014619883,.0058479533,.0087719299,.0058479533,0,0,.0058479533,.0087719299,.0087719299,0,.0087719299,-.0029239766,0,.014619883,.0087719299,0,.011695907,0,.020467836,.040935673,0,0,0,0,0,0,1,.011695907,.37426901,.078947365,.3128655,0,.40935671,.29824561,.070175439,0,0,0,0,0,0,-.0087719299,0,0,0,0,.0058479533,0,0,0,-.0058479533,0,-.0029239766
1,IBAB,58000,34000,23000,58000,0,0,58000,0,0,0,-1000,0,-3000,29000,0,82000,73000,5000,188000,36000,0,0,0,0,0,282000,31000,47000,161000,41000,0,215000,64000,3000,0,0,0,-3000,0,15000,-1000,16000,0,0,0,6000,0,0,0,-18000,-1000,4000,IBA,BE0003766806,0,130,6.4200001,26020.6,84.239998,170525.91,IBAB,282000,12.549663,.20567375,.12056737,.081560284,.20567375,0,0,.20567375,0,0,0,0,-.0035460992,0,-.010638298,.10283688,0,.29078013,.25886524,.017730497,.66666669,.12765957,0,0,0,0,0,1,.10992908,.16666667,.57092196,.14539006,0,.76241136,.22695035,.010638298,0,0,0,-.010638298,0,.05319149,-.0035460992,.056737587,0,0,0,.021276595,0,0,0,-.063829787,-.0035460992,.014184397
1,IMMO,21000,14000,7000,17000,0,0,17000,3000,0,3000,-3000,0,1000,31000,0,17000,465000,7000,520000,1000,0,0,0,0,0,527000,21000,301000,191000,151000,0,344000,60000,123000,0,0,0,-2000,0,-16000,2000,-16000,0,0,0,0,0,0,0,16000,0,-1000,IMMOBEL,BE0003599108,0,130,35.700001,1940.08,24.23,69371.867,IMMO,527000,13.174955,.039848197,.026565464,.013282732,.032258064,0,0,.032258064,.0056925998,.0056925998,0,.0056925998,-.0056925998,0,.0018975332,.05882353,0,.032258064,.88235295,.013282732,.98671728,.0018975332,0,0,0,0,0,1,.039848197,.57115752,.36242884,.28652751,0,.65275145,.11385199,.23339659,0,0,0,-.0037950664,0,-.030360531,.0037950664,-.030360531,0,0,0,0,0,0,0,.030360531,0,-.0018975332
2,IMMO,10000,6000,4000,9000,0,0,9000,1000,0,1000,-2000,0,11000,27000,0,13000,291000,22000,354000,73000,0,0,0,0,0,431000,13000,194000,108000,115000,0,225000,60000,145000,0,0,0,-1000,0,-3000,0,5000,0,0,0,0,0,0,0,0,0,5000,IMMOBEL,BE0003599108,1,126,39.279999,1746.02,23.93,68776.023,IMMO,431000,12.973864,.023201857,.013921114,.0092807421,.020881671,0,0,.020881671,.0023201855,.0023201855,0,.0023201855,-.0046403711,0,.025522042,.062645011,0,.030162413,.675174,.051044084,.82134569,.16937356,0,0,0,0,0,1,.030162413,.45011601,.25058004,.26682135,0,.52204174,.13921113,.33642691,0,0,0,-.0023201855,0,-.0069605568,0,.011600928,0,0,0,0,0,0,0,0,0,.011600928
1,IMMOU,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1000,3000,0,0,0,0,0,25000,1000,1000,2000,0,0,2000,22000,2000,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,IMMO MOURY,BE0003893139,0,130,57.32,48.23,2.21,2683.1699,IMMOU,25000,10.126631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.039999999,0,0,0,0,.039999999,.12,0,0,0,0,0,1,.039999999,.039999999,.079999998,0,0,.079999998,.88,.079999998,0,0,0,0,0,0,0,.039999999,0,0,0,0,0,0,0,0,0,0
