quarter	name	isin	symbol	treat	cnt	avg	shares	trades	turnover	comp	totalrevenue	costofrevenue	grossprofit	operatingexpenses	researchdevelopment	sellinggeneralandadministrative	totaloperatingexpenses	operatingincomeorloss	v20	totalotherincomeexpensesnet	earningsbeforeinterestandtaxes	interestexpense	incomebeforetax	netincomefromcontinuingops	netincome	cashandcashequivalents	shortterminvestments	netreceivables	inventory	othercurrentassets	totalcurrentassets	longterminvestments	propertyplantandequipment	goodwill	intangibleassets	accumulatedamortization	otherassets	totalassets	accountspayable	shortcurrentlongtermdebt	totalcurrentliabilities	longtermdebt	deferredlongtermliabilitycharges	totalliabilities	commonstock	retainedearnings	totalstockholderequity	nettangibleassets	v50	depreciation	changesinaccountsreceivables	changesinliabilities	changesininventories	changesinotheroperatingactivitie	totalcashflowfromoperatingactivi	capitalexpenditures	investments	othercashflowsfrominvestingactiv	totalcashflowsfrominvestingactiv	dividendspaid	salepurchaseofstock	netborrowings	totalcashflowsfromfinancingactiv	effectofexchangeratechanges	changeincashandcashequivalents
1	GIMV	BE0003699130	GIMB	0	65	37.14053	14505.369	187.26154	539156.38	GIMB	-42000	-29000	-12000	-61000	0	0	-61000	19000	19000	0	19000	0	0	3000	0	41000	15000	23000	0	6000	86000	795000	0	0	0	0	0	1027000	1000	0	14000	0	0	24000	270000	722000	0	0	0	-2000	4000	0	1000	0	7000	6000	0	0	-32000	0	0	0	2000	0	-24000
1	HAMON	BE0003700144	HAMO	0	65	14.936585	3346.6616	26.676924	50611.469	HAMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120000	0	235000	13000	10000	379000	3000	0	0	0	0	0	516000	105000	178000	340000	89000	10000	448000	16000	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	IBA	BE0003766806	IBAB	0	65	6.875442	32554.416	99.738464	225225.3	IBAB	58000	34000	23000	58000	0	0	58000	0	0	0	0	-1000	0	-3000	0	29000	0	82000	73000	5000	188000	36000	0	0	0	0	0	282000	31000	47000	161000	41000	0	215000	64000	3000	0	0	0	0	-3000	0	15000	-1000	16000	0	0	0	6000	0	0	0	-18000	-1000	4000
1	KBC ANCORA	BE0003867844	KBCA	0	65	24.246437	98760.336	519.06152	2388005.8	KBCA	26000	1000	25000	1000	0	0	1000	25000	25000	0	25000	-7000	0	18000	0	0	0	0	0	0	0	2442000	0	0	0	0	0	2442000	0	380000	17000	375000	0	392000	2022000	28000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MOBISTAR	BE0003735496	MOBB	0	65	13.356894	122709.7	554.23077	1641232.8	MOBB	357000	246000	111000	329000	0	0	329000	29000	29000	0	29000	-1000	0	15000	0	14000	0	229000	21000	3000	279000	3000	0	0	0	0	0	1450000	352000	571000	493000	549000	0	1113000	132000	205000	0	0	0	42000	16000	0	4000	0	66000	-125000	0	0	-109000	0	0	0	44000	0	1000
1	NYRSTAR	BE0003876936	NYR	0	65	2.09359	1004849.4	704.52307	1996842.8	NYR	697000	382000	315000	607000	0	0	607000	90000	90000	0	90000	-9000	0	-52000	0	292000	0	181000	516000	15000	1033000	46000	0	0	0	0	0	3220000	436000	962000	997000	839000	3000	2350000	1650000	-506000	0	0	0	89000	21000	0	13000	19000	102000	-41000	0	0	-41000	0	0	0	36000	-7000	90000
1	ACKERMANS V.HAAREN	BE0003764785	ACKB	0	65	79.851402	28172.83	570.21539	2246243.8	ACKB	166000	56000	110000	126000	0	0	126000	40000	40000	0	40000	-19000	0	111000	0	767000	665000	2323000	137000	59000	3951000	1223000	0	0	0	0	0	10888000	1053000	2034000	5338000	1258000	1000	7610000	114000	0	0	0	0	3000	1000	0	2000	94000	139000	-11000	0	0	-190000	0	0	0	80000	0	253000
1	AGFA-GEVAERT	BE0003755692	AGFB	0	65	1.6805737	262995.97	143.38461	439071.88	AGFB	739000	511000	228000	612000	0	0	612000	127000	127000	0	127000	-5000	0	44000	0	126000	0	788000	542000	46000	1502000	11000	0	0	0	0	0	2568000	239000	343000	803000	319000	3000	2200000	397000	664000	0	0	0	0	-15000	0	50000	-57000	50000	-12000	0	0	-10000	0	0	0	-15000	-3000	22000
1	ATENOR GROUP	BE0003837540	ATEB	0	65	33.850994	1887.4923	19.276922	63717.27	ATEB	16000	9000	8000	13000	0	0	13000	3000	3000	0	3000	-1000	0	1000	0	2000	37000	33000	261000	1000	334000	11000	0	0	0	0	0	377000	16000	214000	87000	164000	0	272000	45000	12000	0	0	0	0	-5000	0	-8000	-12000	-23000	0	0	0	-6000	0	0	0	28000	0	-2000
1	BANIMMO A	BE0003870871	BANI	0	65	8.8735743	1851.123	8.8769226	16403.883	BANI	1000	3000	-2000	5000	0	0	5000	-4000	-4000	0	-4000	-2000	0	-6000	0	4000	0	13000	152000	0	169000	40000	0	0	0	0	0	357000	21000	208000	40000	193000	0	241000	132000	0	0	0	0	0	-1000	0	0	0	0	0	0	0	17000	0	0	0	-16000	0	1000
1	BARCO	BE0003790079	BAR	0	65	56.270695	24850.199	459.79999	1399087	BAR	280000	185000	95000	263000	0	0	263000	17000	17000	0	17000	-1000	0	14000	0	157000	0	221000	212000	1000	598000	12000	0	0	0	0	0	1048000	114000	71000	401000	56000	93000	468000	198000	467000	0	0	0	6000	5000	0	17000	12000	64000	0	0	0	-24000	0	0	0	3000	-2000	40000
1	BEFIMMO	BE0003678894	BEFB	0	65	51.696892	19605.199	337.75385	1010947.6	BEFB	37000	6000	30000	10000	0	0	10000	27000	27000	0	27000	-7000	0	18000	0	2000	0	19000	0	6000	27000	15000	0	0	0	0	0	2249000	25000	994000	357000	724000	0	1084000	983000	144000	0	0	0	0	0	0	0	6000	29000	0	0	0	-14000	0	0	0	-15000	0	0
1	D&#039;IETEREN	BE0974259880	DIE	0	65	34.741875	36777.199	418.8154	1279433.9	DIE	1246000	853000	394000	1205000	0	0	1205000	41000	41000	0	41000	-13000	0	18000	0	200000	288000	394000	539000	2000	1431000	70000	0	0	0	0	0	3555000	194000	1038000	923000	686000	0	1830000	184000	1640000	0	0	0	17000	0	0	0	22000	64000	-34000	0	0	-130000	0	0	0	100000	-1000	34000
1	DELHAIZE GROUP	BE0003562700	DELB	0	65	43.960129	417955.41	3743.554	18424350	DELB	5338000	4063000	1275000	5163000	0	0	5163000	175000	175000	0	175000	-48000	0	100000	0	1149000	151000	622000	1353000	319000	3666000	46000	0	0	0	0	0	11596000	1993000	2809000	3142000	2019000	0	6520000	2865000	3677000	0	0	0	145000	0	0	0	213000	445000	-241000	0	0	-225000	0	0	0	-14000	-12000	194000
1	ECONOCOM GROUP	BE0974266950	ECONB	0	65	7.2219534	151610.52	345.27692	1118354	ECONB	490000	417000	73000	459000	0	0	459000	32000	32000	0	32000	-1000	0	16000	0	150000	0	720000	20000	28000	952000	18000	0	0	0	0	0	1471000	495000	189000	1028000	88000	0	1211000	195000	44000	0	0	0	2000	0	0	0	39000	62000	-3000	0	0	-12000	0	0	0	-8000	0	41000
1	ELIA	BE0003822393	ELI	0	65	33.487556	30254.969	343.87692	1013422.6	ELI	346000	183000	163000	260000	0	0	260000	86000	86000	0	86000	-31000	0	49000	0	438000	0	407000	16000	9000	870000	100000	0	0	0	0	0	6532000	227000	3199000	1478000	2626000	0	4323000	1516000	712000	0	0	0	34000	54000	0	0	29000	212000	-162000	0	0	-168000	0	0	0	0	0	44000
1	EURONAV	BE0003816338	EURN	0	64	5.4922013	105724.14	183.82813	599641.44	EURN	9000	29000	-20000	42000	0	0	42000	-33000	-33000	0	-33000	-4000	0	-23000	0	74000	0	67000	0	51000	192000	23000	0	0	0	0	0	1921000	32000	975000	245000	837000	0	1120000	425000	423000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	EVS BROADC.EQUIPM.	BE0003820371	EVS	0	65	45.562672	48788.801	683.03076	2164525	EVS	39000	10000	28000	22000	0	0	22000	16000	16000	0	16000	0	0	11000	0	12000	0	33000	16000	3000	63000	9000	0	0	0	0	0	109000	5000	10000	30000	8000	0	40000	8000	65000	0	0	0	0	-10000	0	0	1000	3000	-2000	0	0	-2000	0	0	0	-7000	0	-6000
1	EXMAR	BE0003808251	EXM	0	65	10.403763	118061.88	366.93848	1247490.4	EXM	89000	112000	-23000	131000	0	0	131000	-42000	-42000	0	-42000	-12000	0	8000	0	216000	13000	77000	0	20000	325000	7000	0	0	0	0	0	1189000	53000	659000	251000	504000	0	782000	299000	161000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	BEKAERT	BE0974258874	BEKB	0	65	27.350063	100359.37	1012.9539	2748482	BEKB	769000	652000	117000	728000	0	0	728000	41000	41000	0	41000	-17000	0	1000	0	392000	10000	781000	539000	36000	1772000	179000	0	0	0	0	0	3380000	339000	1012000	972000	688000	0	1877000	208000	1308000	0	0	0	31000	0	0	0	81000	122000	-31000	0	0	-26000	0	0	0	-56000	-3000	37000
1	BPOST	BE0974268972	BPOST	0	65	15.056236	419266.03	1273.4308	6281616	BPOST	636000	487000	149000	544000	0	0	544000	93000	93000	0	93000	-2000	0	53000	0	448000	0	387000	9000	14000	858000	341000	0	0	0	0	0	1929000	189000	87000	810000	73000	13000	1352000	364000	153000	0	0	0	6000	-69000	0	-1000	11000	47000	-29000	0	0	-34000	0	0	0	-195000	0	-183000
1	BREDERODE	LU1068091351	BREB	0	65	26.615088	5904.9844	54.338463	157084.61	BREB	38000	0	38000	-1000	0	0	-1000	39000	39000	0	39000	0	0	34000	0	34000	0	5000	0	4000	43000	1090000	0	0	0	0	0	1138000	0	0	19000	0	0	19000	246000	0	0	0	0	0	0	0	0	7000	0	0	0	0	4000	0	0	0	0	0	4000
1	CFE	BE0003883031	CFEB	0	65	61.135315	17480.262	294.06152	1056982.6	CFEB	592000	369000	223000	568000	0	0	568000	24000	24000	0	24000	-10000	0	-44000	0	475000	1000	1117000	216000	101000	1909000	42000	0	0	0	0	0	4161000	1046000	1287000	1951000	859000	0	2958000	841000	358000	0	0	0	32000	17000	0	-1000	0	65000	-13000	0	0	73000	0	0	0	-13000	1000	126000
1	CMB	BE0003817344	CMB	0	65	20.389585	24675.262	155.63077	500903.13	CMB	189000	185000	3000	210000	0	0	210000	-21000	-21000	0	-21000	-44000	0	13000	0	81000	4000	122000	11000	47000	266000	31000	0	0	0	0	0	2095000	16000	808000	209000	712000	0	1013000	35000	1022000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	COFINIMMO	BE0003593044	COFB	0	65	88.586395	28734.77	652.41541	2554250.5	COFB	74000	26000	47000	27000	0	0	27000	46000	46000	0	46000	-17000	0	0	0	16000	0	41000	0	46000	105000	12000	0	0	0	0	0	3670000	26000	1744000	576000	1267000	0	1989000	1242000	646000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	COLRUYT	BE0974256852	COLR	0	65	40.633701	121138.71	1216.7384	4911795.5	COLR	2200000	1686000	514000	2082000	0	0	2082000	118000	118000	0	118000	0	0	87000	0	603000	17000	522000	575000	5000	1742000	160000	0	0	0	0	0	3722000	1047000	32000	1593000	11000	0	1755000	261000	1996000	0	0	0	49000	14000	0	-5000	2000	186000	-107000	0	0	-102000	0	0	0	-90000	0	-6000
1	PICANOL	BE0003807246	PIC	0	65	25.416607	4137.9692	48.615383	105460.65	PIC	128000	97000	31000	106000	0	0	106000	22000	22000	0	22000	0	0	15000	0	40000	0	79000	53000	0	174000	189000	0	0	0	0	0	421000	52000	14000	111000	0	3000	132000	23000	262000	0	0	0	2000	0	0	0	4000	20000	-4000	0	0	-99000	0	0	0	-2000	-1000	-81000
1	RECTICEL	BE0003656676	REC	0	65	5.1060734	53219.863	116.64616	273274	REC	172000	136000	36000	171000	0	0	171000	1000	1000	0	1000	-2000	0	-13000	0	26000	0	103000	94000	4000	235000	73000	0	0	0	0	0	612000	82000	165000	265000	81000	1000	426000	179000	34000	0	0	0	5000	7000	0	1000	8000	-6000	-2000	0	0	2000	0	0	0	-1000	0	-4000
1	RHJ INTERNATIONAL	BE0003815322	RHJI	0	65	3.8074396	61858.586	75	236504.19	RHJI	43000	2000	41000	41000	0	0	41000	2000	2000	0	2000	-15000	0	-9000	0	202000	0	886000	0	1000	2456000	113000	0	0	0	0	0	2958000	2000	2000	2202000	1000	0	2436000	508000	30000	0	0	0	0	3000	0	0	44000	34000	0	0	0	-146000	0	0	0	0	10000	-102000
1	ROULARTA	BE0003741551	ROU	0	65	11.141905	1487.6769	9.8153849	16653.73	ROU	164000	103000	61000	163000	0	0	163000	1000	1000	0	1000	-2000	0	-26000	0	28000	23000	185000	19000	47000	302000	4000	0	0	0	0	0	852000	163000	128000	283000	121000	0	554000	204000	104000	0	0	0	2000	-1000	0	0	1000	0	-1000	0	0	9000	0	0	0	-7000	0	2000
1	RTL GROUP	LU0061462528	RTL	0	65	82.405869	50358.215	431.20001	4186500	RTL	1841000	685000	1156000	1440000	0	0	1440000	401000	401000	0	401000	-4000	0	355000	0	574000	12000	1654000	15000	1004000	3345000	401000	0	0	0	0	0	7567000	1673000	567000	2886000	530000	0	3974000	192000	0	0	0	0	-33000	0	0	0	-3000	427000	-32000	0	0	76000	0	0	0	-298000	-2000	198000
1	UCB	BE0003739530	UCB	0	65	48.463634	208800.22	1968.3077	10110304	UCB	877000	296000	581000	754000	0	0	754000	124000	124000	0	124000	-30000	0	56000	0	740000	0	926000	627000	66000	2421000	79000	0	0	0	0	0	9907000	247000	2750000	2336000	2015000	0	5305000	2154000	2660000	0	0	0	59000	-41000	0	10000	-4000	133000	-60000	0	0	-62000	0	0	0	120000	-1000	190000
1	UMICORE	BE0003884047	UMI	0	65	34.042286	425073.34	3018.2769	14439664	UMI	2215000	2033000	182000	2138000	0	0	2138000	77000	77000	0	77000	0	0	46000	0	99000	0	719000	1106000	36000	1961000	223000	0	0	0	0	0	3512000	711000	314000	1350000	26000	54000	1789000	503000	1647000	0	0	0	31000	35000	0	64000	-64000	138000	-79000	0	0	-98000	0	0	0	-48000	5000	-3000
1	VAN DE VELDE	BE0003839561	VAN	0	65	35.895771	7138.4307	57.23077	256621.59	VAN	43000	10000	33000	35000	0	0	35000	7000	7000	0	7000	-1000	0	6000	0	39000	0	18000	36000	0	96000	14000	0	0	0	0	0	197000	5000	0	15000	0	0	20000	3000	181000	0	0	0	2000	0	0	0	0	8000	-1000	0	0	-1000	0	0	0	0	0	6000
1	WDP	BE0003763779	WDP	0	65	53.196419	9319.877	143.81538	495961.44	WDP	30000	8000	22000	10000	0	0	10000	20000	20000	0	20000	0	0	17000	0	2000	0	7000	0	9000	18000	11000	0	0	0	0	0	1308000	11000	711000	193000	521000	0	781000	306000	171000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	WERELDHAV B-SICAFI	BE0003724383	WEHB	0	65	83.837265	1823.0923	59.046154	152140.5	WEHB	9000	1000	8000	1000	0	0	1000	8000	8000	0	8000	0	0	9000	0	3000	0	6000	0	0	9000	19000	0	0	0	0	0	627000	3000	121000	17000	113000	1000	136000	294000	194000	0	0	0	0	0	0	0	-2000	4000	0	0	0	-10000	0	0	0	6000	0	1000
1	ZETES INDUSTRIES	BE0003827442	ZTS	0	65	17.267202	2332.0923	17.661539	40250.477	ZTS	54000	31000	23000	52000	0	0	52000	2000	2000	0	2000	0	0	1000	0	11000	0	58000	14000	0	94000	3000	0	0	0	0	0	163000	29000	14000	80000	3000	0	86000	50000	3000	0	0	0	1000	0	0	0	-3000	0	-2000	0	0	-3000	0	0	0	3000	0	1000
1	SIPEF	BE0003898187	SIP	0	65	53.987209	2914.3384	53.107693	157865.08	SIP	70000	57000	13000	64000	0	0	64000	6000	6000	0	6000	0	0	19000	0	21000	0	46000	37000	8000	111000	15000	0	0	0	0	0	710000	15000	52000	93000	0	0	168000	67000	0	0	0	0	4000	0	0	0	1000	18000	-18000	0	0	-19000	0	0	0	-9000	0	-11000
1	SOFINA	BE0003717312	SOF	0	65	77.78299	11048.446	246.76923	862497.38	SOF	38000	5000	34000	5000	0	0	5000	33000	33000	0	33000	-1000	0	38000	0	336000	0	8000	0	0	580000	3671000	0	0	0	0	0	4304000	1000	177000	9000	177000	0	194000	84000	0	0	0	0	0	0	0	0	0	16000	0	0	0	-13000	0	0	0	-7000	0	-3000
1	TER BEKE	BE0003573814	TERB	0	65	56.499489	505.21539	9.430769	28460.793	TERB	102000	75000	27000	98000	0	0	98000	4000	4000	0	4000	0	0	2000	0	7000	0	65000	24000	0	96000	5000	0	0	0	0	0	241000	57000	58000	92000	39000	0	141000	53000	46000	0	0	0	4000	0	0	1000	0	8000	-3000	0	0	-2000	0	0	0	-6000	0	0
1	TESSENDERLO	BE0003555639	TESB	0	65	17.026175	70041.859	424.7077	1170665.3	TESB	346000	285000	61000	354000	0	0	354000	-8000	-8000	0	-8000	-18000	0	-18000	0	49000	0	176000	256000	13000	495000	29000	0	0	0	0	0	1090000	175000	308000	418000	200000	0	850000	261000	34000	0	0	0	15000	18000	0	5000	-17000	13000	-24000	0	0	-30000	0	0	0	30000	-1000	12000
1	TUBIZE-FIN	BE0003823409	TUB	0	65	42.720066	9502.6768	106.49231	407464.78	TUB	0	0	0	0	0	0	0	0	0	0	0	-2000	0	17000	0	0	0	0	0	0	1000	1804000	0	0	0	0	0	1805000	0	232000	58000	175000	0	253000	236000	1401000	0	0	0	0	0	0	0	-3000	-3000	0	0	0	0	0	0	0	-12000	0	-15000
0	RTL GROUP	LU0061462528	RTL	0	66	66.05246	36015.273	344	2413741.5	RTL	1269000	447000	822000	1113000	0	0	1113000	156000	156000	0	156000	-9000	0	126000	0	377000	0	1643000	29000	1075000	3124000	322000	0	0	0	0	0	7310000	2360000	832000	2955000	512000	0	3998000	192000	0	0	0	0	40000	0	0	0	4000	113000	-21000	0	0	61000	0	0	0	-106000	-1000	67000
0	BPOST	BE0974268972	BPOST	0	66	14.403034	266439.75	557.19696	3832398	BPOST	553000	438000	115000	484000	0	0	484000	69000	69000	0	69000	-5000	0	54000	0	631000	0	288000	8000	0	927000	351000	0	0	0	0	0	1994000	648000	95000	733000	86000	0	1278000	364000	235000	0	0	0	22000	2000	0	-1000	-4000	-7000	-9000	0	0	4000	0	0	0	0	0	-3000
0	COFINIMMO	BE0003593044	COFB	0	66	85.493401	31001.5	717.36365	2652076.8	COFB	68000	18000	50000	20000	0	0	20000	48000	48000	0	48000	-17000	0	22000	0	9000	0	72000	0	51000	132000	37000	0	0	0	0	0	3715000	78000	1745000	357000	1538000	0	2042000	1315000	58000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	COLRUYT	BE0974256852	COLR	0	66	42.547913	116964.63	1247.1061	4969504	COLR	2126000	1596000	530000	1999000	0	0	1999000	127000	127000	0	127000	-2000	0	88000	0	615000	22000	550000	565000	2000	1754000	157000	0	0	0	0	0	3645000	1016000	31000	1678000	28000	0	1828000	249000	1822000	0	0	0	47000	-26000	0	-7000	0	117000	-62000	0	0	-59000	0	0	0	-3000	0	55000
0	DELHAIZE GROUP	BE0003562700	DELB	0	66	49.145813	473173.5	4788.8638	23215066	DELB	5339000	4059000	1280000	5171000	0	0	5171000	168000	168000	0	168000	-49000	0	-78000	0	959000	153000	705000	1357000	309000	3483000	55000	0	0	0	0	0	11446000	1766000	2849000	2930000	2041000	0	6404000	5037000	0	0	0	0	146000	0	0	0	-13000	259000	-147000	0	0	-106000	0	0	0	-14000	-22000	117000
0	EVS BROADC.EQUIPM.	BE0003820371	EVS	0	66	52.141792	21066.592	403.01514	1073114.4	EVS	28000	7000	21000	20000	0	0	20000	8000	8000	0	8000	0	0	6000	0	17000	0	24000	17000	0	58000	9000	0	0	0	0	0	103000	6000	1000	27000	0	0	29000	8000	69000	0	0	0	1000	0	0	0	3000	9000	-2000	0	0	-2000	0	0	0	0	0	7000
0	GIMV	BE0003699130	GIMB	0	66	37.391697	12148.728	172.43939	453542	GIMB	119000	36000	82000	75000	0	0	75000	44000	44000	0	44000	-2000	0	5000	0	139000	13000	80000	44000	11000	288000	651000	0	0	0	0	0	1234000	48000	147000	164000	49000	0	245000	270000	702000	0	0	0	3000	-3000	0	-1000	-2000	-14000	-7000	0	0	-15000	0	0	0	-16000	0	-45000
0	AGFA-GEVAERT	BE0003755692	AGFB	0	66	1.5598458	340303.88	176.80302	543908.94	AGFB	689000	497000	192000	672000	0	0	672000	17000	17000	0	17000	-4000	0	-6000	0	105000	0	845000	597000	5000	1552000	12000	0	0	0	0	0	2641000	230000	366000	846000	340000	0	2492000	397000	623000	0	0	0	20000	21000	0	43000	-13000	42000	-11000	0	0	-5000	0	0	0	-58000	0	-21000
0	TESSENDERLO	BE0003555639	TESB	0	66	18.685877	55946.242	398.56061	1016871.2	TESB	415000	335000	80000	407000	0	0	407000	8000	8000	0	8000	-3000	0	-12000	0	35000	0	190000	262000	15000	503000	29000	0	0	0	0	0	1093000	270000	268000	433000	167000	0	821000	261000	0	0	0	0	18000	7000	0	-8000	-2000	9000	-23000	0	0	33000	0	0	0	-47000	-1000	-5000
0	WERELDHAV B-SICAFI	BE0003724383	WEHB	0	66	84.39682	1200.0303	41.924244	100255.21	WEHB	9000	0	8000	1000	0	0	1000	8000	8000	0	8000	0	0	8000	0	1000	0	4000	0	0	6000	17000	0	0	0	0	0	605000	5000	115000	10000	113000	0	125000	294000	185000	0	0	0	0	-2000	0	0	4000	9000	0	0	0	-8000	0	0	0	-5000	0	-4000
